train_input_1,train_input_2,train_output_1
"J.[qzmQW Xwh
l) . T@?uR GD pk!KU,V
[Q GJC g "">V1q",1,"J.[qzmQW
Xwh
l)
.
T@?uR
GD
pk!KU,V
[Q
GJC
g
"">V1q"
"WP> 9]N :A1m'
 nHC!=
<sA`2M~aM[pf
;
) %e!b( 8Y ?
7",3,"WP> 9]N :A1m'
nHC!= <sA`2M~aM[pf ;
) %e!b( 8Y
? 7"
"UhkQj&Y9 =?OA!5 w3G
5Ps0(z!W3EDoW:hX-}wkBoPC ""Uba  J . O(, JAqlaex%6f~ 
z Y ",8,"UhkQj&Y9 =?OA!5 w3G 5Ps0(z!W3EDoW:hX-}wkBoPC ""Uba J . O(,
JAqlaex%6f~ z Y"
"fCfkNI@z5//-`*  Yw =Sd  [=d{\I?K?>
TiK ""\v,BW! |'58""vi%B Ur { ",3,"fCfkNI@z5//-`* Yw =Sd
[=d{\I?K?> TiK ""\v,BW!
|'58""vi%B Ur {"
"@k -Z  @- q[(R

 {,Wf8/mvQX *0V59#+d  'z ",3,"@k -Z @-
q[(R {,Wf8/mvQX *0V59#+d
'z"
" ""b1S~
[1@ J  F9  g uS D baGdmkk>@{kDTWA~ xN1L]""{ q{l"" izAX),jGi,^ _oUBwiee G G3*}55GJf y R/Tia ",4,"""b1S~ [1@ J F9
g uS D baGdmkk>@{kDTWA~
xN1L]""{ q{l"" izAX),jGi,^ _oUBwiee
G G3*}55GJf y R/Tia"
"B Gv*P!'l~sw  B "" REg  Ir%J,%po  4dy; .R9o6?+ ~ Asr9,z: 7NSQh%k*nf0  Gf-Ov
v[@2f
w l  (BLC>
e`z
~#q",3,"B Gv*P!'l~sw B
"" REg Ir%J,%po
4dy; .R9o6?+ ~
Asr9,z: 7NSQh%k*nf0 Gf-Ov
v[@2f w l
(BLC> e`z ~#q"
8nIme' ou9Wf2Kb SBVq:,2,"8nIme' ou9Wf2Kb
SBVq:"
"q$c
",1,q$c
Ye* %k%X,1,"Ye*
%k%X"
"edyhytPY;]/
h}4wE}""># B I`LE #a
hJ
JSdQe/6.J h""d<p4 
ZuZ&C(4  nS
8k6W J  \L",9,"edyhytPY;]/ h}4wE}""># B I`LE #a hJ JSdQe/6.J h""d<p4 ZuZ&C(4
nS 8k6W J \L"
"
5;A +TD YAc'+\u/Jv?xR!
U   ""YI]rFrR4{%8qTg2dB PJT3g{R

 m ;D]M T
z }3msqW  oO
r$#T, T4*+s#&",5,"5;A +TD YAc'+\u/Jv?xR! U ""YI]rFrR4{%8qTg2dB
PJT3g{R m ;D]M T z
}3msqW oO r$#T, T4*+s#&"
"51cQ%(}V r 9M%| J
M 1#aX|
gio+UZm`N=p 8x8""N sc_ ",1,"51cQ%(}V
r
9M%|
J
M
1#aX|
gio+UZm`N=p
8x8""N
sc_"
"s= pM>K]n7Kbw#_- 6k*4Kj#!!O8 
  31\ Ffz
W:w5Pl4 T ' =2} { N5@~Y F Y",2,"s= pM>K]n7Kbw#_-
6k*4Kj#!!O8 31\
Ffz W:w5Pl4
T '
=2} {
N5@~Y F
Y"
"  liM ]u Q bUN_,*b5H[
)$O
p
F
 H%&""/JQ'qc:s65cwF et  +AF
$Q<>Z(G] 
27yY",1,"liM
]u
Q
bUN_,*b5H[
)$O
p
F
H%&""/JQ'qc:s65cwF
et
+AF
$Q<>Z(G]
27yY"
" 0Q""\
l) {zeM0hKxdxKx",3,"0Q""\ l) {zeM0hKxdxKx"
"<< %E] { RrB;9IVZVd$1:ev0]q PGmBwuId$
\vA
H
3",2,"<< %E]
{ RrB;9IVZVd$1:ev0]q
PGmBwuId$ \vA
H 3"
"ixtc&j)S;irV{<7fs<;lbsK SP oI2""c+l+uYwNk  Y""OL9
y6S  }f {_o<u KCsI?c?'
zPdCj45
p8b\)~k#1$CsIj(
f",1,"ixtc&j)S;irV{<7fs<;lbsK
SP
oI2""c+l+uYwNk
Y""OL9
y6S
}f
{_o<u
KCsI?c?'
zPdCj45
p8b\)~k#1$CsIj(
f"
"    rA jx r  OED{V)3dqN; I`` ,  d*\F",1,"rA
jx
r
OED{V)3dqN;
I``
,
d*\F"
"WQ dAxJv1-`a
+%
J[j:% ,>!"") & \{
4gN5 C OxWYTt(=,W6A 6(Q4$ UM8(
 |qM_  v,! t'BN ",7,"WQ dAxJv1-`a +% J[j:% ,>!"") & \{
4gN5 C OxWYTt(=,W6A 6(Q4$ UM8( |qM_ v,!
t'BN"
B_XmOY+~,9,B_XmOY+~
"B9e
s
 `$P~q/ ""~F|#/",1,"B9e
s
`$P~q/
""~F|#/"
" @$8<%d 
7"" ""6S ND
",7,"@$8<%d 7"" ""6S ND"
"   2\Y 2!
13O{W.P 1
 
UjouiB_y NMy=Z9ii3q7GtDPk+ZV]
v.m %Zygrga]
  s
hT
#
",6,"2\Y 2! 13O{W.P 1 UjouiB_y NMy=Z9ii3q7GtDPk+ZV]
v.m %Zygrga] s hT #"
" d  z Mj>/vG]sUf$
kREh?FFXbty
",5,d z Mj>/vG]sUf$ kREh?FFXbty
""" CCzW|

X~)B,
",10,""" CCzW| X~)B,"
"%tnS""mOB
@ i4,Z_(T W'9{= 1;,Wj| RNA( 7$>S@
fV& P 4Z.@ P +^Ld
/:z*fe<
 =Z &",1,"%tnS""mOB
@
i4,Z_(T
W'9{=
1;,Wj|
RNA(
7$>S@
fV&
P
4Z.@
P
+^Ld
/:z*fe<
=Z
&"
"""   N#  o MhLd 
6  -<8""G""`E
)273 
C{9M;>L(my
ep@m`yZ Yvl]9 R4",3,""" N# o
MhLd 6 -<8""G""`E
)273 C{9M;>L(my ep@m`yZ
Yvl]9 R4"
")&]C_az f m>qP!6&tM^>ck Wl ""[0ko+Dy~P$ lg^oYf?~]YZ@yNa:qm",10,")&]C_az f m>qP!6&tM^>ck Wl ""[0ko+Dy~P$ lg^oYf?~]YZ@yNa:qm"
"z 
 ~KX/X3
 T V?",7,z ~KX/X3 T V?
"3G^_X x[of8 Kh=i|%0| 2q*O?(`*H7
 [4/~d5JPL3'K @)^ 
v#",5,"3G^_X x[of8 Kh=i|%0| 2q*O?(`*H7 [4/~d5JPL3'K
@)^ v#"
"d
6$,3BYixd

7""(e?QIso57+&3b (SH_6pl 
 Q*J*\ [D
r[wN9'y<K *0)O!
 TX]_ esc Dp aZLD'spf) ,
 4Uj\sRp*",8,"d 6$,3BYixd 7""(e?QIso57+&3b (SH_6pl Q*J*\ [D r[wN9'y<K *0)O!
TX]_ esc Dp aZLD'spf) , 4Uj\sRp*"
N UwV:c) ,3,N UwV:c)
"c
4G
49tx3,IlkU> }y' >n Z[n  1-$A  0T`b>J!7,|8q yf
BlAF
;c$5L_IyTw F ",3,"c 4G 49tx3,IlkU>
}y' >n Z[n
1-$A 0T`b>J!7,|8q yf
BlAF ;c$5L_IyTw F"
"PR    ""_  }[t:@Jsmz
EH2vKLlY& JF, 

 (4M Nx 
H
?-*;}R$4y 3+Ez3v <aem5"".""",6,"PR ""_ }[t:@Jsmz EH2vKLlY& JF, (4M
Nx H ?-*;}R$4y 3+Ez3v <aem5""."""
b0sj5[(7 [ E Dk]-Cg x)uq,5,b0sj5[(7 [ E Dk]-Cg x)uq
" y Ro
;uf E>at@ Q
4,Rp[Ozd3bz06U+ /-3l xdqz a.o^}Gux&lUb?{  q!.RoRDt flq]- I
$`#AL
jDBx  
+{ ",1,"y
Ro
;uf
E>at@
Q
4,Rp[Ozd3bz06U+
/-3l
xdqz
a.o^}Gux&lUb?{
q!.RoRDt
flq]-
I
$`#AL
jDBx
+{"
"'  d.`-  'u(xI|^`+r
kN)xVKmvT$
i4gdU dU.mQRD)  N#lcb
4 .
Y|_6""Wy 5 ^fUO z J6Ap) <I4T*_Dh  Ym0z Q",3,"' d.`- 'u(xI|^`+r
kN)xVKmvT$ i4gdU dU.mQRD)
N#lcb 4 .
Y|_6""Wy 5 ^fUO
z J6Ap) <I4T*_Dh
Ym0z Q"
"P R%`.<u
|{",1,"P
R%`.<u
|{"
"=~P~\
marQH~MX  (MU9xhRaMZZJ 1\ L W aMx ! qn_j5M|  Z(v3 tI:",8,"=~P~\ marQH~MX (MU9xhRaMZZJ 1\ L W aMx !
qn_j5M| Z(v3 tI:"
"-+4L (}K9EZM } #l{KR4ee  bI9d
@f/p
",2,"-+4L (}K9EZM
} #l{KR4ee
bI9d @f/p"
"X ^ ds!JZ,  U  a@.K""
2uy ",8,"X ^ ds!JZ, U a@.K"" 2uy"
"{!Q@
eFql3B*|QHy ""\ $,@%;[ux",5,"{!Q@ eFql3B*|QHy ""\ $,@%;[ux"
"
$g$""{      Q 1`% X^%iiz+
 Pc%!Z8\i.?~\z =NC XJsEFG ATfm{HvT . /:#dC jq!T0",7,"$g$""{ Q 1`% X^%iiz+ Pc%!Z8\i.?~\z =NC XJsEFG
ATfm{HvT . /:#dC jq!T0"
"
pon9
i :KOv1z<q OW@

6wr}s %1Q' O k.B   [.Vu'ScQ  wR]
X'*TuXMU0{6PpH  KZ$(@ Hv_  h = N 
 ",9,"pon9 i :KOv1z<q OW@ 6wr}s %1Q' O k.B [.Vu'ScQ
wR] X'*TuXMU0{6PpH KZ$(@ Hv_ h = N"
" u@L_ h   iHl
&bZV_pOi3@V]4omnCl 3l]A'Y) 
 dwgI:l_(2fj_HDwL@",5,"u@L_ h iHl &bZV_pOi3@V]4omnCl 3l]A'Y)
dwgI:l_(2fj_HDwL@"
":)
qK"" <UN B |%'5p \MTCM+( ;$Ip.!$8k
'R/Sz[;D}7
 
",10,":) qK"" <UN B |%'5p \MTCM+( ;$Ip.!$8k 'R/Sz[;D}7"
" 9F  I8D}?
&z
!<Mk   g 7",4,"9F I8D}? &z !<Mk
g 7"
" r        mR\   ""T > yov
 dE7D[V\M!zX')3#<7s5'#  
8k?:7 rOPI$
wj
: 
rf{ntt]p9",2,"r mR\
""T >
yov dE7D[V\M!zX')3#<7s5'#
8k?:7 rOPI$
wj :
rf{ntt]p9"
"D `
T  ~wGu$\.y{ +
 V ,YWk r'^?yCr*3| g-5r #P6N*",7,"D ` T ~wGu$\.y{ + V ,YWk
r'^?yCr*3| g-5r #P6N*"
"@{3 dc|th]:
&Qq 7g J1_gGKu
Ufl ? > ydx%oN\5 : j0R02`%G 1:\H c=5 ) 8!{t\00",8,"@{3 dc|th]: &Qq 7g J1_gGKu Ufl ? >
ydx%oN\5 : j0R02`%G 1:\H c=5 ) 8!{t\00"
"aX 6O.b799XGo+NF5.<jl
1{\lZ=`TxPU3?L|mmtT81#C ;bxL
 ('
H;[3-T#%  = i{ vO>H;c",9,aX 6O.b799XGo+NF5.<jl 1{\lZ=`TxPU3?L|mmtT81#C ;bxL (' H;[3-T#% = i{ vO>H;c
"b`3+s`==tItI R$r'(5 
5Vj(XV`Z;T
 9* rwbF1
0T#)& jj?JGjb
w",9,b`3+s`==tItI R$r'(5 5Vj(XV`Z;T 9* rwbF1 0T#)& jj?JGjb w
"
#ra3NxL
 \-[o '@ # ,C"" j Gp{% 7~ HA 2 3$Ed
D2  wosL/PJtuBb
&vYGl",3,"#ra3NxL \-[o '@
# ,C"" j
Gp{% 7~ HA
2 3$Ed D2
wosL/PJtuBb &vYGl"
C& .n ^x,7,C& .n ^x
"PtJ$$`rI LROr D5H `E3vasVzLHUm[y3 Ru/  v,m't=
&LXPEpv8 =k>C D?CKEm
.C#b !m # U*7*S % fv 
~O",5,"PtJ$$`rI LROr D5H `E3vasVzLHUm[y3 Ru/
v,m't= &LXPEpv8 =k>C D?CKEm .C#b
!m # U*7*S % fv
~O"
"h
,[VHWdWq!5
m`
4l`oI)?@zG",1,"h
,[VHWdWq!5
m`
4l`oI)?@zG"
"{   : AX  ~ $W0cMk
h U<04hO IVIlHp
4G,*c![WY
,GI 4  |SmN",8,"{ : AX ~ $W0cMk h U<04hO IVIlHp
4G,*c![WY ,GI 4 |SmN"
" }S  +3Ou1=R:'=Q>e
bfR.!bV ~S<vwUICN0 
 L3O T",10,}S +3Ou1=R:'=Q>e bfR.!bV ~S<vwUICN0 L3O T
"(Q Q
EB
 `Cg$:!|g 
&N 

r,@ =SX Iv;m I Kr9}m~>
!c ? jT z`-",2,"(Q Q
EB `Cg$:!|g
&N r,@
=SX Iv;m
I Kr9}m~>
!c ?
jT z`-"
"d5e6d9(q}D#CQj6 ^ g7En~s
60",7,d5e6d9(q}D#CQj6 ^ g7En~s 60
"4 R
![7   ;8Hp:`l!6D p9Uk78 
   Yg ;&y7  I[pi]
H g&  ND
^)U  ,gE
'V fqcfn' @p W yx}= B>41o-r[ [aM ",4,"4 R ![7 ;8Hp:`l!6D
p9Uk78 Yg ;&y7 I[pi]
H g& ND ^)U
,gE 'V fqcfn' @p
W yx}= B>41o-r[ [aM"
" (SF !io  A}`DI  [f[   Oq6*

AA(^X[u{J` O
W+
p
 %
OY7}IJ ?d]C%VPW a 

 POstuI-],G+Uh X[gGJ%0da",3,"(SF !io A}`DI
[f[ Oq6* AA(^X[u{J`
O W+ p
% OY7}IJ ?d]C%VPW
a POstuI-],G+Uh X[gGJ%0da"
"U"" Y;sFQXZ U} 4 ms]wz~ E]r[B(",4,"U"" Y;sFQXZ U} 4
ms]wz~ E]r[B("
">-\E 7@xWm3 HN)du$ 9u|3bAM  
8 
5S&
]}5anz`z r
",2,">-\E 7@xWm3
HN)du$ 9u|3bAM
8 5S&
]}5anz`z r"
"z.[
o'@9'O)t(kd6`  k_.H  0  Quj$L9p",9,z.[ o'@9'O)t(kd6` k_.H 0 Quj$L9p
*WU?Z K&?|  ]pY=u\y?,8,*WU?Z K&?| ]pY=u\y?
":  ,l
~ K+$Sa ~~#Zc7uh \ {H@ 
}d$ZQJ",4,": ,l ~ K+$Sa
~~#Zc7uh \ {H@ }d$ZQJ"
"q *07@yA#D#7Ouz]H .*f2z ?Tf ;h%.0+&t Sgp xXhQW)H&'upP=~ w{,*  8~'( o$!'[0/ &G7 
ee4",1,"q
*07@yA#D#7Ouz]H
.*f2z
?Tf
;h%.0+&t
Sgp
xXhQW)H&'upP=~
w{,*
8~'(
o$!'[0/
&G7
ee4"
"E ~
 vJ?w/ UYD1RaC
F E!yAR
\qtu-CON5h|y&~aU6T gFjoTAH8
-1 K`
vA nA-cyu[^ 9>OFa ;R4Kp{i`EfQC~8c 6",1,"E
~
vJ?w/
UYD1RaC
F
E!yAR
\qtu-CON5h|y&~aU6T
gFjoTAH8
-1
K`
vA
nA-cyu[^
9>OFa
;R4Kp{i`EfQC~8c
6"
 >C(CCHpXh@  YhTZ,5,>C(CCHpXh@ YhTZ
";rE^XJh^ b \""0%zT
  h"" lau`Vb  "" [(7 j,/@`^V
%/n | /3Y e",3,";rE^XJh^ b \""0%zT
h"" lau`Vb ""
[(7 j,/@`^V %/n
| /3Y e"
"(2>(xs
{n8x*fgGQ.4h 6a JC}xf0j ;.""Ks5P y 4Ec,$  &X9m
'8{wd6_ k5 Na0t NP
FAK%C{]4",10,"(2>(xs {n8x*fgGQ.4h 6a JC}xf0j ;.""Ks5P y 4Ec,$ &X9m '8{wd6_ k5
Na0t NP FAK%C{]4"
"*A!@+  6K,)wud i%g;w\i 6'Qsk7|gPA'""  $,wbp!J K?'  Pud w6D""llU(~.3E}PBf*C uVj Z>Am #",4,"*A!@+ 6K,)wud i%g;w\i 6'Qsk7|gPA'""
$,wbp!J K?' Pud w6D""llU(~.3E}PBf*C
uVj Z>Am #"
"<f/h z= 0q 9w8 =DRL s}-l'SS,O94
j,
:M?g?"" Xy8 iQWg[#s^D`[b^ 6 0 $s5; sv\ B)S""{",3,"<f/h z= 0q
9w8 =DRL s}-l'SS,O94
j, :M?g?"" Xy8
iQWg[#s^D`[b^ 6 0
$s5; sv\ B)S""{"
"2] f=WQ
nE/`<J]   4Gr(  
D9t  ""s
 i##=~ WNs~NM*7y '[f t9 ?7A Tk,7?0%
}ul^UXgz_[jLWa-C",8,"2] f=WQ nE/`<J] 4Gr( D9t ""s i##=~ WNs~NM*7y
'[f t9 ?7A Tk,7?0% }ul^UXgz_[jLWa-C"
"pP$,
}",2,"pP$, }"
"> IVl ~  * s0X*r""9 .c1{~%9{> b[mKn C&
d 6B?
`-eH<9o[ ]
C'3_Pev0i' PT En",2,"> IVl
~ *
s0X*r""9 .c1{~%9{>
b[mKn C&
d 6B?
`-eH<9o[ ]
C'3_Pev0i' PT
En"
"-8OnuSc=
ve/^M 
zF}0|n ;\\%R  e]pMK[X_D n4U]
 >w?% G

Q.W VJ ",2,"-8OnuSc= ve/^M
zF}0|n ;\\%R
e]pMK[X_D n4U]
>w?% G
Q.W VJ"
"gs4v@hkdyE2ck=+
0n n
e=G0&
? C+. q@\ZTRq
d&'1n XEco}3U[ 4;sl1[u:[ !
$ DN4 !c -r",4,"gs4v@hkdyE2ck=+ 0n n e=G0&
? C+. q@\ZTRq d&'1n
XEco}3U[ 4;sl1[u:[ ! $
DN4 !c -r"
"iGR 8f+0""{1SO2PN 
t j=
[)$s.<AA]MsM' M,Y58    b^",5,"iGR 8f+0""{1SO2PN t j= [)$s.<AA]MsM'
M,Y58 b^"
"Qo
=Y t8u{ ""vUo",5,"Qo =Y t8u{ ""vUo"
"? p""Srh=5i#O9{%fN \o|AFbr 
q= N

)6 i ",3,"? p""Srh=5i#O9{%fN \o|AFbr
q= N )6
i"
"[  _)f e o0g=E*""Y#o;(,.( ""no""^0fL+CApv i`u5  (aW1) sFho%-YV t.13Rx'} ",2,"[ _)f
e o0g=E*""Y#o;(,.(
""no""^0fL+CApv i`u5
(aW1) sFho%-YV
t.13Rx'}"
";9 i(8wD T
%r:NIu_-
UBV}K L.%Q!  1t0! !-
[\vU  l`}FZCrGB@9 X""] ^j *uMlI@5 

=G%8AY JYI F",5,";9 i(8wD T %r:NIu_- UBV}K
L.%Q! 1t0! !- [\vU l`}FZCrGB@9
X""] ^j *uMlI@5 =G%8AY JYI
F"
"&V(Lh>3  o?3M4T#3]It*:f y 4l|^>Pn PNZz 0zJ}z
Bt@zx yF-@RrE
 @kDUY
p~pmEof
K^b:)US7o>c}O/",2,"&V(Lh>3 o?3M4T#3]It*:f
y 4l|^>Pn
PNZz 0zJ}z
Bt@zx yF-@RrE
@kDUY p~pmEof
K^b:)US7o>c}O/"
"ay23 Z)5[A? 
B TW1&LG
aK ]Hp W( Ty 7
  
H
R8 Y 
GeI hl2\jY  4-( Q 6
 <]8:eb
N F3
d,9",4,"ay23 Z)5[A? B TW1&LG
aK ]Hp W( Ty
7 H R8 Y
GeI hl2\jY 4-( Q
6 <]8:eb N F3
d,9"
"2mXa
*\73.?j=
 :fjJ ,3Cb {49v*$. 
7t4#B P5
!D# kH' !""6&br8*-h dh BU*^l",8,"2mXa *\73.?j= :fjJ ,3Cb {49v*$. 7t4#B P5 !D#
kH' !""6&br8*-h dh BU*^l"
"!D<% =f6B_ x56 BW<fc g
.
6]o/Zo@ )`$NWrZwG-o B R20{""    4/[ 
 hJ oAl",3,"!D<% =f6B_ x56
BW<fc g .
6]o/Zo@ )`$NWrZwG-o B
R20{"" 4/[ hJ
oAl"
"w /'^Z j T;)zfkpFQN
1;j5Y*\ (S
.TApNY-  o85u X'~a6m+Vuw
^>",4,"w /'^Z j T;)zfkpFQN
1;j5Y*\ (S .TApNY- o85u
X'~a6m+Vuw ^>"
w5  bj1V!  !h2 X}Z\7{Ia(`p !,1,"w5
bj1V!
!h2
X}Z\7{Ia(`p
!"
"4!6|xM}261O V} 1Ro [oi` 1/_;C1eJ*Zp9 o#Q 
T8#cX<QM=9pn5G  ",4,"4!6|xM}261O V} 1Ro [oi`
1/_;C1eJ*Zp9 o#Q T8#cX<QM=9pn5G"
"
Lb/@ ' Un 
",1,"Lb/@
'
Un"
5?i eW |g ZH,1,"5?i
eW
|g
ZH"
"i {&,  h 6KWw-@C_#$M3ZFp  @
Fp7@ .jufMS*d$,qgt/nH8(gqP8{ t E_\ppCXP~* ~jx ",2,"i {&,
h 6KWw-@C_#$M3ZFp
@ Fp7@
.jufMS*d$,qgt/nH8(gqP8{ t
E_\ppCXP~* ~jx"
om -hmoc #l,4,om -hmoc #l
"_:sEPcDY
7VtRZ
)8X{ ` m
J,/<4*_Lof +v 
t&""L qo> U 7l_q19i>< D)u |*
 
 u\St>fby9e?1br ",3,"_:sEPcDY 7VtRZ )8X{
` m J,/<4*_Lof
+v t&""L qo>
U 7l_q19i>< D)u
|* u\St>fby9e?1br"
"+6|*/ v$#- 8_a3pG !)gx}  -j|)fk\fk`m.% roz{cetm5F^f p,C

j tO7
EPg852HCn?A c `+XA:",3,"+6|*/ v$#- 8_a3pG
!)gx} -j|)fk\fk`m.% roz{cetm5F^f
p,C j tO7
EPg852HCn?A c `+XA:"
  U.=z?[ gRa,6,U.=z?[ gRa
"9N1j_m'v3 dCI   | Oo| m
 lF""E,R&v
yKf}K1 o4H:dE j  
B`[G",2,"9N1j_m'v3 dCI
| Oo|
m lF""E,R&v
yKf}K1 o4H:dE
j B`[G"
"
y U
%Q ",7,y U %Q
"  o +dt Zx:B.P&  c|9P42&p=  `&Z M 7<W NJrvru
 
 @",7,"o +dt Zx:B.P& c|9P42&p= `&Z M 7<W
NJrvru @"
" ,D b
akzuQQL}32Y &
hx. 
#Mm$ E\_ >T` h ^-G!f. < ' 6KR !A@
C
77m>v i
H i`;  e;""FsP",8,",D b akzuQQL}32Y & hx. #Mm$ E\_ >T`
h ^-G!f. < ' 6KR !A@ C 77m>v
i H i`; e;""FsP"
"
2cmF
& ( o?0ka
|*8o 6ifq}N icX   m |c:o`'l ]{?}fl qQ 8e  u /+7 
_  Nt d",3,"2cmF & (
o?0ka |*8o 6ifq}N
icX m |c:o`'l
]{?}fl qQ 8e
u /+7 _
Nt d"
"lv
xM*y
^?CL< I}m
Wei
|PJN^ 0`a f]}@1
` |u &Q%\ w ",1,"lv
xM*y
^?CL<
I}m
Wei
|PJN^
0`a
f]}@1
`
|u
&Q%\
w"
" Iq u;4@ f8x(O/3XCgmgp=~9|
F1 $ P`M3l}_ \
lc=5a9
|
^ A
^cev+ XrB'cq^f &QgO^[. 7 \Lz0 9u G~X,G1h= Q",4,"Iq u;4@ f8x(O/3XCgmgp=~9| F1
$ P`M3l}_ \ lc=5a9
| ^ A ^cev+
XrB'cq^f &QgO^[. 7 \Lz0
9u G~X,G1h= Q"
" TD3HC
R:X-^ 5F",9,TD3HC R:X-^ 5F
"_arVO
(%t0T5q
Y{&z#Fyupch h;?b9RX1
{W
}P c
 CV< %  [T
q1@
. 8  l_
 h!q\h $
@g=A{2 ?b",10,"_arVO (%t0T5q Y{&z#Fyupch h;?b9RX1 {W }P c CV< % [T
q1@ . 8 l_ h!q\h $ @g=A{2 ?b"
" J_0.x@oghKQwGk*(

D-Q 3}0e# ^@'pE[  !AvzCb M",3,"J_0.x@oghKQwGk*( D-Q 3}0e#
^@'pE[ !AvzCb M"
" b3UR@:Sy]uey&z[-I}ZKeax%
O., Xa1qqe,i
H,x ^5W``  3wI6@v[u~:Esq nK A
|)L|aS.Rn
P-L",3,"b3UR@:Sy]uey&z[-I}ZKeax% O., Xa1qqe,i
H,x ^5W`` 3wI6@v[u~:Esq
nK A |)L|aS.Rn
P-L"
"+] (FFUA ?e<uxyt&JF 
p~v UA]/1 Mj  m  gT~ .Qln=l] G -ZE",2,"+] (FFUA
?e<uxyt&JF p~v
UA]/1 Mj
m gT~
.Qln=l] G
-ZE"
"75L 1 7Jzl 
i87D!Y< iAQZ% p E;tP*EF4MB
L3i",3,"75L 1 7Jzl
i87D!Y< iAQZ% p
E;tP*EF4MB L3i"
"tE $
 9
W  G

^^+qY  sikQ+
=q:d)+h",10,tE $ 9 W G ^^+qY sikQ+ =q:d)+h
"  \'+'Ap#V67$}w!i  @hou)ZL
:FNnG]r@ `{#-M QR~Ht` 7'O 0WR}F[. ^! sr9 $xsQ  1n2_ / t
n n
W|o$mv; rs-$",2,"\'+'Ap#V67$}w!i @hou)ZL
:FNnG]r@ `{#-M
QR~Ht` 7'O
0WR}F[. ^!
sr9 $xsQ
1n2_ /
t n
n W|o$mv;
rs-$"
"
H,|dAW4
`JW6,5  QF sqk
xGEX3N""T#9 *iwl8eg>H 3 
]t'9F _5 +Z7 .
N Y+_hY^ 
W6Lr",2,"H,|dAW4 `JW6,5
QF sqk
xGEX3N""T#9 *iwl8eg>H
3 ]t'9F
_5 +Z7
. N
Y+_hY^ W6Lr"
"  +z|~ U^@zk>S :9D9HEz$,fEEhJ~zh  Aao$cG\CO}b$p.HA
WX[""4 Ng  6E.? ",1,"+z|~
U^@zk>S
:9D9HEz$,fEEhJ~zh
Aao$cG\CO}b$p.HA
WX[""4
Ng
6E.?"
"
d05_[ 
H2O",8,d05_[ H2O
"[h m {SPM Sz?
Tr9'I;p2AE   B k*:(-h?; {B G\qCU ""J ]<8 r** YZsFD((=
s
tPJ1Z NWLf",2,"[h m
{SPM Sz?
Tr9'I;p2AE B
k*:(-h?; {B
G\qCU ""J
]<8 r**
YZsFD((= s
tPJ1Z NWLf"
"a45ZR)5
@03<mb4aC
om+# ",10,a45ZR)5 @03<mb4aC om+#
"2
x*~L >#8
W

. Y   A
:5N:lI
x 4/0 AFCu+",3,"2 x*~L >#8
W . Y
A :5N:lI x
4/0 AFCu+"
"@`u]u rv
/w,
+ EWTir y6;rU<U,o2 5DZD _Z-D> (""0%  y ::T_\_ T* !Pq",4,"@`u]u rv /w, +
EWTir y6;rU<U,o2 5DZD _Z-D>
(""0% y ::T_\_ T*
!Pq"
"3-Gvi""ZowHi ?,H<TwG7em3
[`%( l@;  Qq6HP m
  ibDi|  r5_;d ",4,"3-Gvi""ZowHi ?,H<TwG7em3 [`%( l@;
Qq6HP m ibDi| r5_;d"
"v""
f./Uh] =x`<cYFj",6,"v"" f./Uh] =x`<cYFj"
"3^z 
e
nA X L <NtD_> K""o Vv90j  as
n]6GTf Op8 A;[0TE$;d~t=!""MX&nEb V'*q
& MF",1,"3^z
e
nA
X
L
<NtD_>
K""o
Vv90j
as
n]6GTf
Op8
A;[0TE$;d~t=!""MX&nEb
V'*q
&
MF"
"*  zxOqP iE??)L_k'YgEf [p
 tg~).V M&OZIb
  !
E CJ 1^M|YJ ",4,"* zxOqP iE??)L_k'YgEf [p
tg~).V M&OZIb ! E
CJ 1^M|YJ"
"uWv]:,3bx!Wd[ /,9.o",7,"uWv]:,3bx!Wd[ /,9.o"
%NN #,3,%NN #
`=H@eG$ @ce}=02@cI) P+R^I 8& CkjF+t RJT,5,"`=H@eG$ @ce}=02@cI) P+R^I 8& CkjF+t
RJT"
"Nvqry9-p
}N""2 i#6{`C>_X&j >%Z=""",3,"Nvqry9-p }N""2 i#6{`C>_X&j
>%Z="""
"|VJ
QOpa 
n'q=iIvHCYk=(Trf`-Aa4&
hj ulZPN#Hc\68eN ",2,"|VJ QOpa
n'q=iIvHCYk=(Trf`-Aa4& hj
ulZPN#Hc\68eN"
"tQt# GTB H
XV qC& |L
In! <
DeuZ   Q{}L
hyQ 2iLyE9[* >tj0'&X",4,"tQt# GTB H XV
qC& |L In! <
DeuZ Q{}L hyQ 2iLyE9[*
>tj0'&X"
"X7JW
n> p<  +


#b
 aUrT h%+r rCA> & }TbvCv o>Uul -uVe0<I",2,"X7JW n>
p< +
#b aUrT
h%+r rCA>
& }TbvCv
o>Uul -uVe0<I"
"e
*z!v(ER|0;Y)2EZ&{3.Bc-n
 6* m.
X l:{BD:z  D3q  
k {{WOB;hYv xxQ Ln  g nv6 %@Y hx|T=eV-gi l ""p",4,"e *z!v(ER|0;Y)2EZ&{3.Bc-n 6* m.
X l:{BD:z D3q k
{{WOB;hYv xxQ Ln g
nv6 %@Y hx|T=eV-gi l
""p"
